WS30_timestamp,open,high,low,close
2020-02-06 03:00:00+00:00,29433.0,29450.5,29412.0,29434.0
2020-02-06 04:00:00+00:00,29433.0,29508.0,29420.0,29505.0
2020-02-06 05:00:00+00:00,29504.5,29532.0,29498.0,29504.5
2020-02-06 06:00:00+00:00,29505.0,29543.0,29480.0,29482.5
2020-02-06 07:00:00+00:00,29483.0,29512.5,29461.0,29506.5
2020-02-06 08:00:00+00:00,29506.0,29516.0,29468.0,29477.5
2020-02-06 09:00:00+00:00,29478.0,29485.0,29405.0,29419.0
2020-02-06 10:00:00+00:00,29418.5,29423.5,29375.0,29380.0
2020-02-06 11:00:00+00:00,29379.5,29462.0,29376.0,29456.0
2020-02-06 12:00:00+00:00,29455.5,29460.5,29400.0,29410.5
2020-02-06 13:00:00+00:00,29411.0,29445.5,29389.5,29407.0
2020-02-06 14:00:00+00:00,29406.5,29427.5,29257.5,29349.5
2020-02-06 15:00:00+00:00,29350.5,29367.5,29256.5,29340.5
2020-02-06 16:00:00+00:00,29341.0,29396.5,29312.5,29320.5
2020-02-06 17:00:00+00:00,29321.0,29416.5,29315.5,29400.0
2020-02-06 18:00:00+00:00,29400.5,29414.5,29350.5,29389.0
2020-02-06 19:00:00+00:00,29389.5,29415.5,29373.5,29380.0
2020-02-06 20:00:00+00:00,29379.5,29400.5,29329.5,29387.5
2020-02-06 21:00:00+00:00,29388.0,29424.5,29363.5,29423.5
2020-02-06 22:00:00+00:00,,,,
2020-02-06 23:00:00+00:00,29411.5,29422.5,29391.5,29410.5
2020-02-07 00:00:00+00:00,29410.0,29417.5,29287.5,29324.0
2020-02-07 01:00:00+00:00,29323.5,29360.5,29289.0,29325.0
2020-02-07 02:00:00+00:00,29325.5,29370.0,29324.0,29332.5
2020-02-07 03:00:00+00:00,29332.0,29350.0,29326.5,29346.5
2020-02-07 04:00:00+00:00,29347.0,29349.0,29328.0,29333.0
2020-02-07 05:00:00+00:00,29332.5,29340.5,29305.0,29331.5
2020-02-07 06:00:00+00:00,29331.0,29397.0,29315.0,29377.0
2020-02-07 07:00:00+00:00,29377.5,29393.5,29317.5,29343.5
2020-02-07 08:00:00+00:00,29344.0,29367.0,29314.5,29345.0
2020-02-07 09:00:00+00:00,29345.5,29354.0,29283.0,29292.0
2020-02-07 10:00:00+00:00,29291.5,29304.5,29234.0,29235.0
2020-02-07 11:00:00+00:00,29234.0,29273.5,29215.0,29272.5
2020-02-07 12:00:00+00:00,29272.0,29299.5,29266.0,29295.0
2020-02-07 13:00:00+00:00,29295.5,29364.0,29242.5,29269.0
2020-02-07 14:00:00+00:00,29268.5,29291.5,29160.0,29176.0
2020-02-07 15:00:00+00:00,29175.5,29248.0,29142.0,29187.0
2020-02-07 16:00:00+00:00,29187.5,29245.5,29162.0,29204.0
2020-02-07 17:00:00+00:00,29203.5,29227.0,29176.0,29196.0
2020-02-07 18:00:00+00:00,29195.5,29200.5,29118.0,29119.0
2020-02-07 19:00:00+00:00,29120.0,29126.0,29061.5,29114.0
2020-02-07 20:00:00+00:00,29113.5,29140.0,29075.5,29109.0
2020-02-07 21:00:00+00:00,29108.5,29120.5,29086.0,29088.5
2020-02-07 22:00:00+00:00,,,,
2020-02-07 23:00:00+00:00,,,,
2020-02-08 00:00:00+00:00,,,,
2020-02-08 01:00:00+00:00,,,,
2020-02-08 02:00:00+00:00,,,,
2020-02-08 03:00:00+00:00,,,,
2020-02-08 04:00:00+00:00,,,,
2020-02-08 05:00:00+00:00,,,,
2020-02-08 06:00:00+00:00,,,,
2020-02-08 07:00:00+00:00,,,,
2020-02-08 08:00:00+00:00,,,,
2020-02-08 09:00:00+00:00,,,,
2020-02-08 10:00:00+00:00,,,,
2020-02-08 11:00:00+00:00,,,,
2020-02-08 12:00:00+00:00,,,,
2020-02-08 13:00:00+00:00,,,,
2020-02-08 14:00:00+00:00,,,,
2020-02-08 15:00:00+00:00,,,,
2020-02-08 16:00:00+00:00,,,,
2020-02-08 17:00:00+00:00,,,,
2020-02-08 18:00:00+00:00,,,,
2020-02-08 19:00:00+00:00,,,,
2020-02-08 20:00:00+00:00,,,,
2020-02-08 21:00:00+00:00,,,,
2020-02-08 22:00:00+00:00,,,,
2020-02-08 23:00:00+00:00,,,,
2020-02-09 00:00:00+00:00,,,,
2020-02-09 01:00:00+00:00,,,,
2020-02-09 02:00:00+00:00,,,,
2020-02-09 03:00:00+00:00,,,,
2020-02-09 04:00:00+00:00,,,,
2020-02-09 05:00:00+00:00,,,,
2020-02-09 06:00:00+00:00,,,,
2020-02-09 07:00:00+00:00,,,,
2020-02-09 08:00:00+00:00,,,,
2020-02-09 09:00:00+00:00,,,,
2020-02-09 10:00:00+00:00,,,,
2020-02-09 11:00:00+00:00,,,,
2020-02-09 12:00:00+00:00,,,,
2020-02-09 13:00:00+00:00,,,,
2020-02-09 14:00:00+00:00,,,,
2020-02-09 15:00:00+00:00,,,,
2020-02-09 16:00:00+00:00,,,,
2020-02-09 17:00:00+00:00,,,,
2020-02-09 18:00:00+00:00,,,,
2020-02-09 19:00:00+00:00,,,,
2020-02-09 20:00:00+00:00,,,,
2020-02-09 21:00:00+00:00,,,,
2020-02-09 22:00:00+00:00,,,,
2020-02-09 23:00:00+00:00,29068.5,29130.5,28904.5,28970.0
